,0
0,-6.667541224742403e-05
1,-8.589851663577522e-06
2,-4.9179437672196145e-06
3,-3.58717734141283e-06
4,-2.811082830175438e-06
5,-2.199307406903418e-06
6,-1.638271351641035e-06
7,-1.108015187360849e-06
8,-6.294167826022145e-07
9,-2.431834555157357e-07
10,0.0
11,2.2966611639599828
12,1.2598766792268365
13,0.6423943679596019
14,0.32097561018626086
15,0.15612629860568508
16,0.07273926859049483
17,0.03201738724272525
18,0.013136081688584858
19,0.004934850682666593
20,0.0016462324909677346
21,0.0
22,1.7623901381838376
23,1.0788789125431748
24,0.5729899732494892
25,0.2823503613301487
26,0.13082529319933328
27,0.057484912500095964
28,0.023996186275062184
29,0.00946722455361709
30,0.0034856733872245874
31,0.001168712345394443
32,0.0
33,0.2124402812228824
34,-0.09753986639703904
35,-0.16925562879531558
36,-0.12937731988051246
37,-0.07610439935512976
38,-0.03858739752903558
39,-0.017503014738388376
40,-0.007145598025279443
41,-0.0025824374841360324
42,-0.0007854483370978592
43,0.0
44,-3.787026764052001
45,-2.2499640126455343
46,-1.0622044252462985
47,-0.4752953559622489
48,-0.20778641194055844
49,-0.08838226754241364
50,-0.036076909920504587
51,-0.01387351270921783
52,-0.0048970965712774855
53,-0.001517390344599354
54,0.0
55,-2.2468078383207032e-05
56,-7.525947014522328e-06
57,-4.741328375137528e-06
58,-3.536177389340499e-06
59,-2.7583138600787446e-06
60,-2.11466530488317e-06
61,-1.5203481731993789e-06
62,-9.679277486492268e-07
63,-4.876432451205949e-07
64,-1.3490987907051054e-07
65,0.0
66,3.787025074438458
67,2.249957909415269
68,1.0621980405638367
69,0.4752897741780741
70,0.2077818705669508
71,0.08837882624745677
72,0.03607456240871544
73,0.013872181202576573
74,0.004896610242319181
75,0.0015174566535362554
76,0.0
77,-0.2124402600797009
78,0.09753734543175617
79,0.16925187880479983
80,0.129373495541215
81,0.07610118706990475
82,0.038585111198288155
83,0.017501722907647545
84,0.0071452035599926115
85,0.002582714075234077
86,0.0007860397883548896
87,0.0
88,-1.7623903637107123
89,-1.0788814523225654
90,-0.5729936386447535
91,-0.28235412804927446
92,-0.1308284971833755
93,-0.05748722779228306
94,-0.023997531494362463
95,-0.009467687352338522
96,-0.003485469404515701
97,-0.001168180430346437
98,0.0
99,-2.2966622289007086
100,-1.2598820666333903
101,-0.6424003537024526
102,-0.3209809864880064
103,-0.1561307584184433
104,-0.07274272349213218
105,-0.03201982784212965
106,-0.013137570726351149
107,-0.004935534701029738
108,-0.0016463531274350483
109,0.0
110,-6.667541224742403e-05
111,-8.589851663577522e-06
112,-4.9179437672196145e-06
113,-3.58717734141283e-06
114,-2.811082830175438e-06
115,-2.199307406903418e-06
116,-1.638271351641035e-06
117,-1.108015187360849e-06
118,-6.294167826022145e-07
119,-2.431834555157357e-07
120,0.0
