,0
0,0.00013324848503624878
1,19.041976133064402
2,19.403208455669358
3,19.672720347438975
4,19.832622105102153
5,19.919525571000943
6,19.9636373968175
7,19.98458867743263
8,19.99386125905607
9,19.997654192577567
10,20.0
11,19.39720966051331
12,19.478636289976798
13,19.68586911678391
14,19.837881327589717
15,19.92221017069032
16,19.96445777958273
17,19.98441197182554
18,19.993384097282146
19,19.9972224226882
20,19.99877838014971
21,20.0
22,21.020937476161823
23,20.651091929361087
24,20.38633324139164
25,20.21301893404151
26,20.109252885842753
27,20.051984016444457
28,20.02276969658687
29,20.008998670928534
30,20.00303302403031
31,20.000692983532314
32,20.0
33,22.269528498105135
34,21.34482120511132
35,20.71201943631414
36,20.346327170042848
37,20.158226408015686
38,20.068511182238893
39,20.027997262953008
40,20.01059183807274
41,20.003523485685292
42,20.000853786428085
43,20.0
44,21.823345018388064
45,20.259056950026956
46,19.9128761538811
47,19.905107763660446
48,19.943447861747227
49,19.971757700068068
50,19.987206952129274
51,19.994591326622764
52,19.997793096434766
53,19.999051060541568
54,20.0
55,-9.673609766239693e-06
56,16.57897552681189
57,18.68936155579013
58,19.445882877554556
59,19.76129922673101
60,19.898669848052126
61,19.958446341066022
62,19.983777308750966
63,19.994017085666957
64,19.997877128116116
65,20.0
66,21.823335497427347
67,20.259051239469944
68,19.912873234768288
69,19.90510611858844
70,19.94344671551655
71,19.971756740027047
72,19.987206083766594
73,19.99459055224193
74,19.997792457220964
75,19.999050611662565
76,20.0
77,22.26952648496852
78,21.344819469598534
79,20.71201826629149
80,20.346326432631013
81,20.15822588594421
82,20.068510738575807
83,20.027996847841006
84,20.01059145258227
85,20.003523152981128
86,20.00085353914607
87,20.0
88,21.020940401235553
89,20.651094104713444
90,20.386334767318285
91,20.21302006178755
92,20.10925382631902
93,20.051984870742423
94,20.022770479362357
95,20.008999351137458
96,20.00303355461477
97,20.000693319150695
98,20.0
99,19.397218806194044
100,19.47864246127923
101,19.685872582948416
102,19.837883455318128
103,19.922211749548374
104,19.96445912933921
105,19.98441317296156
106,19.993385122289602
107,19.99722320425772
108,19.998778849670238
109,20.0
110,0.00013324848503624878
111,19.041976133064402
112,19.403208455669358
113,19.672720347438975
114,19.832622105102153
115,19.919525571000943
116,19.9636373968175
117,19.98458867743263
118,19.99386125905607
119,19.997654192577567
120,20.0
